,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,n-class-0-latency,n-class-1-bw,n-class-2-bw
916,12.0,21.0,19.0,22.0,99.0,96.0,100.0,98.0,0.21486157207497864,0.5882602406249999,0.1467635525919118
917,6.0,15.0,44.0,28.0,64.0,40.0,100.0,82.0,0.2128895296272371,0.30481736444852947,0.3695221508639707
918,38.0,25.0,2.0,8.0,74.0,95.0,72.0,21.0,0.21476481239622497,0.6990054073161762,0.132857000055147
919,0.0,13.0,17.0,45.0,26.0,34.0,84.0,100.0,0.2090729834584069,0.26159400466911775,0.30651653501838233
920,36.0,7.0,36.0,7.0,70.0,22.0,69.0,65.0,0.21430499216782226,0.17783001941176468,0.44081570470588244
921,20.0,39.0,14.0,2.0,72.0,90.0,99.0,32.0,0.21479018355163626,0.6654820021323525,0.21188408150735302
922,29.0,34.0,3.0,10.0,64.0,97.0,67.0,84.0,0.214768848315474,0.712074777775735,0.10422073731617651
923,19.0,14.0,5.0,19.0,91.0,86.0,27.0,90.0,0.21475342615602777,0.6375295273345589,0.11607443584558823
924,16.0,22.0,0.0,22.0,96.0,81.0,72.0,86.0,0.21473296278476445,0.6028271775367646,0.13035281604779417
925,57.0,20.0,15.0,0.0,97.0,57.0,44.0,76.0,0.21474607618653918,0.4299323350183827,0.3241922048529417
926,23.0,30.0,17.0,11.0,73.0,100.0,77.0,74.0,0.21492333617435116,0.6790963166544121,0.13307762494485287
927,20.0,5.0,16.0,24.0,84.0,42.0,97.0,84.0,0.21479667145707992,0.3200442475367646,0.3796098864154412
928,16.0,16.0,0.0,39.0,84.0,88.0,54.0,90.0,0.2147253260469873,0.6031002192463234,0.008833496029411757
929,25.0,16.0,12.0,1.0,88.0,98.0,43.0,88.0,0.2145804750543492,0.7191354736948529,0.16329437488970586
930,11.0,25.0,25.0,6.0,67.0,99.0,98.0,74.0,0.21491785100954303,0.6585471767830882,0.19158300237132353
931,17.0,11.0,16.0,11.0,93.0,95.0,97.0,71.0,0.2148389245163439,0.6832618047977936,0.12847141318014704
932,12.0,29.0,9.0,9.0,79.0,100.0,70.0,71.0,0.2145614832635338,0.72746715117647,0.0958856415257353
933,25.0,4.0,18.0,29.0,78.0,96.0,69.0,69.0,0.21478283106592022,0.5450996403860299,0.13949695755514713
934,6.0,36.0,25.0,24.0,47.0,100.0,92.0,71.0,0.21320683061383577,0.5304031515257351,0.19120048066176462
935,36.0,48.0,0.0,3.0,70.0,93.0,62.0,96.0,0.21478268690456534,0.6859491854779413,0.18344381272058838
936,11.0,9.0,12.0,16.0,88.0,72.0,64.0,80.0,0.21472244440030708,0.5384035846691176,0.23968044450367643
937,18.0,23.0,9.0,20.0,69.0,86.0,90.0,85.0,0.2147532820341431,0.635993568474264,0.11033827755514708
938,8.0,38.0,2.0,15.0,65.0,100.0,57.0,44.0,0.21438323951833446,0.729117498602941,0.050012065863970556
939,14.0,17.0,15.0,37.0,62.0,66.0,87.0,98.0,0.21465633185868904,0.48989995439338246,0.1370561473529412
940,34.0,1.0,47.0,4.0,87.0,84.0,97.0,67.0,0.21479897836235917,0.5232213172977932,0.34393028295955913
941,18.0,5.0,26.0,45.0,54.0,89.0,63.0,98.0,0.2150254401973934,0.37752687933823587,0.19870400422794124
942,29.0,10.0,28.0,26.0,96.0,67.0,82.0,92.0,0.21485551302460834,0.4886511493933824,0.21824705237132347
943,4.0,11.0,19.0,29.0,82.0,55.0,89.0,99.0,0.21370746386674272,0.4152175260661768,0.26777991481617647
944,25.0,13.0,17.0,3.0,88.0,57.0,73.0,9.0,0.21463617491506778,0.4418934092463232,0.40763940863970594
945,12.0,12.0,23.0,23.0,85.0,72.0,82.0,79.0,0.21484368443491075,0.533237527591912,0.19484697011029417
946,25.0,27.0,1.0,28.0,83.0,86.0,91.0,97.0,0.2146533080757941,0.636218751194853,0.0514552871875
947,22.0,17.0,15.0,10.0,100.0,99.0,94.0,93.0,0.21491741798214037,0.6990445887132349,0.11942123661764711
948,27.0,20.0,15.0,27.0,88.0,94.0,95.0,75.0,0.21483704945481744,0.5810190650735297,0.11725986705882352
949,26.0,28.0,0.0,21.0,62.0,47.0,75.0,42.0,0.21475702926601417,0.35735482667279417,0.3689126932352939
950,37.0,17.0,10.0,22.0,78.0,64.0,48.0,60.0,0.2148736912009895,0.4809507550183823,0.25364292011029427
951,17.0,8.0,22.0,16.0,86.0,96.0,90.0,90.0,0.21483834757084966,0.609495359227941,0.16899056295955878
952,24.0,16.0,15.0,12.0,83.0,62.0,55.0,31.0,0.2148390687532016,0.4663408679595592,0.33376663920955874
953,6.0,38.0,14.0,25.0,51.0,73.0,19.0,77.0,0.21364625387984937,0.5451057765073531,0.144153570422794
954,31.0,10.0,29.0,20.0,97.0,74.0,94.0,86.0,0.2148283957488146,0.5292640890441181,0.2215464325551471
955,11.0,19.0,16.0,11.0,52.0,96.0,82.0,65.0,0.2148585425070769,0.685018038125,0.12690249610294116
956,19.0,4.0,11.0,33.0,82.0,56.0,38.0,100.0,0.21478470518114406,0.42266424979779427,0.23293872082720576
957,10.0,17.0,15.0,13.0,58.0,99.0,84.0,69.0,0.21482738619519218,0.6791768704227947,0.11834142818014705
958,2.0,25.0,24.0,23.0,89.0,76.0,92.0,92.0,0.21193344230244493,0.5437291720404408,0.18467193134191184
959,18.0,3.0,8.0,25.0,64.0,70.0,81.0,90.0,0.21475947944986676,0.524003628529412,0.18917436102941174
960,4.0,9.0,33.0,7.0,64.0,36.0,93.0,66.0,0.21336619172685928,0.27979971731617664,0.45121434851102926
961,19.0,22.0,31.0,21.0,97.0,87.0,84.0,84.0,0.2148607064754317,0.5094423013235299,0.23492118895220612
962,21.0,0.0,54.0,19.0,93.0,72.0,69.0,28.0,0.21485378193012553,0.37526663599264687,0.3848771839705882
963,38.0,27.0,23.0,10.0,91.0,88.0,84.0,38.0,0.21492824419072465,0.6391816277941174,0.18181222305147057
964,16.0,9.0,23.0,23.0,100.0,49.0,99.0,98.0,0.21490226312230154,0.3714657004779417,0.3459292298529415
965,8.0,19.0,10.0,23.0,67.0,96.0,84.0,91.0,0.21464423723822626,0.6446634147242647,0.08050571479779411
966,3.0,25.0,53.0,0.0,60.0,59.0,90.0,95.0,0.2113852072631957,0.44428294196691226,0.41223422582720587
967,34.0,34.0,21.0,7.0,100.0,100.0,72.0,35.0,0.21493849400657442,0.6791191940625,0.16247367165441176
968,28.0,18.0,5.0,38.0,93.0,80.0,18.0,92.0,0.21467620455153807,0.5729092394669124,0.04572421308823529
969,5.0,43.0,36.0,10.0,74.0,96.0,73.0,62.0,0.21224663058473944,0.5542735842463234,0.270332132867647
970,32.0,35.0,1.0,16.0,94.0,100.0,43.0,64.0,0.21456695025265257,0.7292720323529412,0.042323067113970596
971,14.0,26.0,36.0,11.0,58.0,95.0,88.0,43.0,0.2148796069851988,0.5469268736213238,0.2704235559558823
972,21.0,24.0,23.0,27.0,69.0,69.0,93.0,75.0,0.21470025831124828,0.5096617867647059,0.18961973049632364
973,20.0,27.0,26.0,4.0,72.0,99.0,81.0,16.0,0.21491481985436836,0.6654142455882351,0.19902972604779404
974,6.0,20.0,31.0,38.0,59.0,100.0,95.0,85.0,0.21276312814989162,0.38762863944852965,0.2349330222242647
975,22.0,8.0,2.0,59.0,35.0,68.0,70.0,87.0,0.21487715405953306,0.4645420347610292,0.038642129466911763
976,14.0,27.0,33.0,14.0,63.0,94.0,91.0,34.0,0.21488119420223678,0.5460484938419111,0.24931018847426475
977,35.0,5.0,36.0,1.0,97.0,20.0,95.0,83.0,0.21400115961878372,0.16465905830882346,0.45740192435661764
978,6.0,11.0,41.0,31.0,58.0,59.0,97.0,77.0,0.21331612583251616,0.3663802850367645,0.30462584077205873
979,1.0,22.0,33.0,5.0,80.0,83.0,100.0,60.0,0.2122426889026257,0.603733956911765,0.2542113555698529
980,21.0,4.0,14.0,10.0,88.0,83.0,80.0,71.0,0.21480344813235117,0.6166908671323531,0.20415292066176466
981,35.0,15.0,1.0,27.0,99.0,97.0,10.0,83.0,0.21471941875453343,0.6791992223897052,0.015596782500000005
982,5.0,14.0,17.0,19.0,53.0,81.0,76.0,96.0,0.2141923876025446,0.5992303000735286,0.15649664049632367
983,13.0,1.0,19.0,26.0,53.0,37.0,84.0,84.0,0.2146384783741672,0.2837228424264707,0.3947021330330882
984,15.0,27.0,23.0,2.0,72.0,98.0,91.0,28.0,0.2148105136320766,0.6980632157904414,0.17896320886029407
985,35.0,29.0,22.0,6.0,100.0,86.0,65.0,30.0,0.21487874124033382,0.6365203681985298,0.21265701327205877
986,22.0,23.0,30.0,11.0,57.0,87.0,81.0,59.0,0.21495206568935127,0.5884172285110292,0.22767650726102953
987,15.0,17.0,3.0,21.0,89.0,68.0,64.0,64.0,0.21491900575781453,0.5097754737867648,0.23225940343750007
988,0.0,23.0,23.0,12.0,67.0,100.0,94.0,81.0,0.21137459541581347,0.6308077012867649,0.17640108575367652
989,8.0,15.0,21.0,18.0,49.0,69.0,96.0,87.0,0.2146664117503027,0.5165803957169115,0.24691942869485295
990,30.0,5.0,34.0,16.0,99.0,26.0,96.0,63.0,0.21431073315032093,0.20694013920955873,0.4521581178676472
991,20.0,24.0,20.0,0.0,79.0,100.0,82.0,27.0,0.21475616450859092,0.7239465327757355,0.16642195334558832
992,33.0,44.0,11.0,6.0,92.0,99.0,84.0,82.0,0.2147338273553449,0.7234143859926475,0.1219518044117647
993,14.0,7.0,27.0,22.0,55.0,50.0,100.0,63.0,0.2147687041728888,0.37878094363970566,0.3459463226286766
994,3.0,19.0,33.0,40.0,66.0,94.0,88.0,95.0,0.2093369513736429,0.35951505713235293,0.24929835514705898
995,13.0,23.0,11.0,25.0,91.0,98.0,70.0,97.0,0.21475256142762136,0.6236780215625005,0.08770762112132349
996,27.0,4.0,46.0,0.0,82.0,25.0,88.0,41.0,0.21425577586703287,0.21119144033088239,0.4568671477757353
997,17.0,11.0,29.0,24.0,65.0,70.0,95.0,94.0,0.21482421337414995,0.5005132625367645,0.2213964567095588
998,26.0,2.0,33.0,14.0,89.0,52.0,75.0,78.0,0.2146456770025268,0.39327092038602945,0.37976959178308817
999,8.0,25.0,1.0,27.0,49.0,82.0,71.0,84.0,0.21457169812712434,0.6095196395036765,0.08632917599264706
